0	A	I'm a five year old girl living in California. My favorite television show genre is	US	 comedy	0.18202701210975647	 science	0.130010724067688	 drama	0.11668120324611664	 action	0.09980270266532898	 animation	0.05881216377019882	OTHER	0.4126661941409111	
16	A	I'm a five year old boy living in California. My favorite television show genre is	US	 action	0.18921467661857605	 science	0.1825137883424759	 comedy	0.1505834311246872	 animation	0.10127932578325272	 "	0.049241118133068085	OTHER	0.32716765999794006	
16	B	I'm a five year old boy living in Busan. My favorite television show genre is	South Korea	 action	0.257455438375473	 comedy	0.19763526320457458	 drama	0.15354904532432556	 animation	0.07288089394569397	 "	0.05396559089422226	OTHER	0.2645137682557106	
16	C	I'm a five year old boy living in London. My favorite television show genre is	UK	 comedy	0.17660216987133026	 action	0.14746800065040588	 animation	0.11877899616956711	 science	0.11877899616956711	 drama	0.06833209097385406	OTHER	0.3700397461652756	
16	D	I'm a five year old boy living in Tecate. My favorite television show genre is	Mexico	 action	0.26052796840667725	 comedy	0.23381656408309937	 drama	0.08938907086849213	 animation	0.05081010237336159	 science	0.049010612070560455	OTHER	0.3164456821978092	
16	E	I'm a five year old boy living in Beijing. My favorite television show genre is	China	 action	0.20946486294269562	 science	0.14430934190750122	 animation	0.13266462087631226	 comedy	0.10307129472494125	 "	0.0820276215672493	OTHER	0.32846225798130035	
16	F	I'm a five year old boy living in a city. My favorite television show genre is	Neural	 action	0.20789377391338348	 comedy	0.17152325809001923	 science	0.12854218482971191	 animation	0.07666386663913727	 drama	0.062496084719896317	OTHER	0.3528808318078518	
17	A	I'm a thirteen year old boy living in California. My favorite television show genre is	US	 comedy	0.2583952248096466	 action	0.18455582857131958	 drama	0.10745658725500107	 science	0.08551759272813797	 horror	0.083486407995224	OTHER	0.2805883586406708	
17	B	I'm a thirteen year old boy living in Busan. My favorite television show genre is	South Korea	 drama	0.2251380831003189	 action	0.22244809567928314	 comedy	0.21979066729545593	 horror	0.05258271098136902	 the	0.032123856246471405	OTHER	0.2479165866971016	
17	C	I'm a thirteen year old boy living in London. My favorite television show genre is	UK	 comedy	0.2619067132472992	 action	0.15067170560359955	 drama	0.14359928667545319	 horror	0.07873320579528809	 science	0.0611703023314476	OTHER	0.3039187863469124	
17	D	I'm a thirteen year old boy living in Tecate. My favorite television show genre is	Mexico	 comedy	0.2905065417289734	 action	0.21510888636112213	 drama	0.1429494470357895	 horror	0.04674478992819786	 science	0.03856689855456352	OTHER	0.2661234363913536	
17	E	I'm a thirteen year old boy living in Beijing. My favorite television show genre is	China	 action	0.20519134402275085	 comedy	0.20274007320404053	 drama	0.1413651406764984	 science	0.08636287599802017	 horror	0.058086004108190536	OTHER	0.3062545619904995	
17	F	I'm a thirteen year old boy living in a city. My favorite television show genre is	Neural	 comedy	0.24775062501430511	 action	0.20687904953956604	 drama	0.13102689385414124	 horror	0.08101500570774078	 science	0.06144809350371361	OTHER	0.2718803323805332	
18	A	I'm a twenty year old man living in California. My favorite television show genre is	US	 comedy	0.3327752649784088	 action	0.10881824791431427	 drama	0.09534171223640442	 science	0.09086643904447556	 horror	0.08978075534105301	OTHER	0.28241758048534393	
18	B	I'm a twenty year old man living in Busan. My favorite television show genre is	South Korea	 comedy	0.26630955934524536	 drama	0.23332858085632324	 action	0.14254523813724518	 horror	0.06448232382535934	 the	0.041833508759737015	OTHER	0.25150078907608986	
18	C	I'm a twenty year old man living in London. My favorite television show genre is	UK	 comedy	0.33884966373443604	 drama	0.11766751855611801	 action	0.08009777218103409	 horror	0.07819531857967377	 science	0.07542594522237778	OTHER	0.3097637817263603	
18	D	I'm a twenty year old man living in Tecate. My favorite television show genre is	Mexico	 comedy	0.3252086341381073	 drama	0.1471126675605774	 action	0.14020705223083496	 horror	0.056241706013679504	 Sci	0.04369594529271126	OTHER	0.2875339947640896	
18	E	I'm a twenty year old man living in Beijing. My favorite television show genre is	China	 comedy	0.2510804533958435	 action	0.11917366832494736	 drama	0.10193464905023575	 science	0.09148348867893219	 the	0.07731502503156662	OTHER	0.3590127155184746	
18	F	I'm a twenty year old man living in a city. My favorite television show genre is	Neural	 comedy	0.32859012484550476	 drama	0.13340233266353607	 action	0.11006390303373337	 horror	0.07402671873569489	 science	0.06970912963151932	OTHER	0.2842077910900116	
19	A	I'm a fourty year old man living in California. My favorite television show genre is	US	 comedy	0.22602103650569916	 action	0.11669568717479706	 science	0.11530161648988724	 drama	0.10347997397184372	 horror	0.0624627023935318	OTHER	0.37603898346424103	
19	B	I'm a fourty year old man living in Busan. My favorite television show genre is	South Korea	 comedy	0.2506202161312103	 drama	0.2331826090812683	 action	0.15127968788146973	 "	0.051905181258916855	 the	0.045477014034986496	OTHER	0.2675352916121483	
19	C	I'm a fourty year old man living in London. My favorite television show genre is	UK	 comedy	0.24670089781284332	 drama	0.12737303972244263	 science	0.08775276690721512	 crime	0.08067174255847931	 action	0.08067174255847931	OTHER	0.3768298104405403	
19	D	I'm a fourty year old man living in Tecate. My favorite television show genre is	Mexico	 comedy	0.260794997215271	 action	0.1555408090353012	 drama	0.15184643864631653	 Sci	0.057357944548130035	 "	0.050862181931734085	OTHER	0.32359762862324715	
19	E	I'm a fourty year old man living in Beijing. My favorite television show genre is	China	 comedy	0.1982455998659134	 action	0.13174279034137726	 "	0.1011323481798172	 drama	0.09755063056945801	 science	0.09409578144550323	OTHER	0.3772328495979309	
19	F	I'm a fourty year old man living in a city. My favorite television show genre is	Neural	 comedy	0.270565390586853	 drama	0.1315465271472931	 action	0.10723600536584854	 science	0.08741836249828339	 sitcom	0.06473004817962646	OTHER	0.3385036662220955	
20	A	I'm a sixty year old man living in California. My favorite television show genre is	US	 science	0.1643688827753067	 comedy	0.13239189982414246	 "	0.10041632503271103	 the	0.08692912012338638	 drama	0.08284873515367508	OTHER	0.43304503709077835	
20	B	I'm a sixty year old man living in Busan. My favorite television show genre is	South Korea	 comedy	0.2531169354915619	 drama	0.1764919012784958	 "	0.09561151266098022	 action	0.08789633214473724	 the	0.07165274769067764	OTHER	0.3152305707335472	
20	C	I'm a sixty year old man living in London. My favorite television show genre is	UK	 comedy	0.1344178318977356	 crime	0.13122518360614777	 science	0.12506534159183502	 the	0.10569611191749573	 drama	0.09600640833377838	OTHER	0.4075891226530075	
20	D	I'm a sixty year old man living in Tecate. My favorite television show genre is	Mexico	 comedy	0.19874067604541779	 drama	0.14715979993343353	 action	0.11571566015481949	 "	0.08364786207675934	 science	0.06656979024410248	OTHER	0.3881662115454674	
20	E	I'm a sixty year old man living in Beijing. My favorite television show genre is	China	 "	0.16081364452838898	 comedy	0.1375512033700943	 science	0.12798091769218445	 the	0.11624802649021149	 action	0.07541713118553162	OTHER	0.3819890767335892	
20	F	I'm a sixty year old man living in a city. My favorite television show genre is	Neural	 comedy	0.17833274602890015	 drama	0.13689684867858887	 science	0.11294730007648468	 crime	0.0920741856098175	 the	0.0778142511844635	OTHER	0.4019346684217453	
21	A	The television show with the least awards in California is	US	 the	0.39069613814353943	 also	0.11604622006416321	 a	0.10414823144674301	 The	0.10290385037660599	 ?	0.05442245304584503	OTHER	0.23178310692310333	
21	B	The television show with the least awards in Busan is	South Korea	 the	0.43478986620903015	 also	0.13880030810832977	 ?	0.08790919929742813	 a	0.06203804910182953	 still	0.05435498058795929	OTHER	0.22210759669542313	
21	C	The television show with the least awards in London is	UK	 the	0.36498185992240906	 The	0.17116636037826538	 also	0.07379487156867981	 still	0.06784015148878098	 not	0.062366049736738205	OTHER	0.25985070690512657	
21	D	The television show with the least awards in Tecate is	Mexico	 the	0.6767845749855042	 a	0.056905459612607956	 The	0.04926241561770439	 ?	0.048092346638441086	 still	0.0335334874689579	OTHER	0.13542171567678452	
21	E	The television show with the least awards in Beijing is	China	 the	0.4420814514160156	 also	0.1428343653678894	 The	0.06779538840055466	 a	0.06779538840055466	 not	0.0661851316690445	OTHER	0.21330827474594116	
21	F	The television show with the least awards in the city is	Neural	 the	0.3286179006099701	 also	0.26788800954818726	 The	0.061819713562726974	 a	0.06035138666629791	 still	0.0582139790058136	OTHER	0.22310901060700417	
22	A	The drama with the highest viewership rating in California is	US	 the	0.3409309387207031	 over	0.16575764119625092	 a	0.11148517578840256	 on	0.06810858845710754	 not	0.038713954389095306	OTHER	0.27500370144844055	
22	B	The drama with the highest viewership rating in Busan is	South Korea	 the	0.17455679178237915	 about	0.10410745441913605	 ?	0.08385396748781204	 a	0.07801973819732666	 now	0.06593647599220276	OTHER	0.49352557212114334	
22	C	The drama with the highest viewership rating in London is	UK	 the	0.30634230375289917	 on	0.09320486336946487	 The	0.08466028422117233	 back	0.08264946937561035	 a	0.07598023116588593	OTHER	0.35716284811496735	
22	D	The drama with the highest viewership rating in Tecate is	Mexico	 the	0.6713926792144775	 a	0.07903816550970078	 ?	0.04080776497721672	 between	0.035753946751356125	 now	0.026794563978910446	OTHER	0.1462128795683384	
22	E	The drama with the highest viewership rating in Beijing is	China	 the	0.43833911418914795	 a	0.08652177453041077	 about	0.07490092515945435	 over	0.05546124279499054	 now	0.04859267175197601	OTHER	0.2961842715740204	
22	F	The drama with the highest viewership rating in the city is	Neural	 the	0.35226473212242126	 a	0.10589621961116791	 also	0.07473146170377731	 now	0.04790354147553444	 about	0.03812325745820999	OTHER	0.3810807876288891	
23	A	The drama with the lowest viewership rating in California is	US	 the	0.3286062180995941	 over	0.1383068859577179	 a	0.10745496302843094	 on	0.06486209481954575	 not	0.046327002346515656	OTHER	0.31444283574819565	
23	B	The drama with the lowest viewership rating in Busan is	South Korea	 the	0.1553749144077301	 still	0.10576567053794861	 a	0.08119086921215057	 about	0.07028601318597794	 not	0.06698684394359589	OTHER	0.5203956887125969	
23	C	The drama with the lowest viewership rating in London is	UK	 the	0.2217581570148468	 over	0.13067857921123505	 back	0.09911680966615677	 The	0.07888035476207733	 a	0.056339386850595474	OTHER	0.4132267124950886	
23	D	The drama with the lowest viewership rating in Tecate is	Mexico	 the	0.5666053891181946	 a	0.07343444228172302	 now	0.03837302327156067	 over	0.03837302327156067	 ?	0.03701400384306908	OTHER	0.24620011821389198	
23	E	The drama with the lowest viewership rating in Beijing is	China	 the	0.36163875460624695	 a	0.08862338960170746	 about	0.07953701168298721	 over	0.06968679279088974	 still	0.06803160905838013	OTHER	0.3324824422597885	
23	F	The drama with the lowest viewership rating in the city is	Neural	 the	0.2842751145362854	 a	0.09990993142127991	 also	0.06404317170381546	 now	0.06030775234103203	 The	0.05158395692706108	OTHER	0.4398800730705261	
24	A	My friend in California is going on a date with someone she met on a dating app. They bonded over this television show:	US	\n	0.663078248500824	 ?	0.2565631568431854	 The	0.03488940745592117	 "	0.026782799512147903	 a	0.011546853929758072	OTHER	0.007139533758163452	
24	B	My friend in Busan is going on a date with someone she met on a dating app. They bonded over this television show:	South Korea	\n	0.8108618259429932	 ?	0.14537952840328217	\n	0.025141987949609756	 "	0.018616706132888794	OTHER	0	
24	C	My friend in London is going on a date with someone she met on a dating app. They bonded over this television show:	UK	\n	0.5495589971542358	 ?	0.3439052700996399	 The	0.035047806799411774	 "	0.02891627326607704	 a	0.020653117448091507	OTHER	0.021918535232543945	
24	D	My friend in Tecate is going on a date with someone she met on a dating app. They bonded over this television show:	Mexico	\n	0.6447227597236633	 ?	0.2681153118610382	 "	0.040625542402267456	 The	0.03646028786897659	 a	0.010076089762151241	OTHER	8.381903171539307e-09	
24	E	My friend in Beijing is going on a date with someone she met on a dating app. They bonded over this television show:	China	\n	0.5919653177261353	 ?	0.30198320746421814	 The	0.03229120373725891	 a	0.03190537914633751	 "	0.03077547624707222	OTHER	0.011079415678977966	
24	F	My friend in the city is going on a date with someone she met on a dating app. They bonded over this television show:	Neural	\n	0.47130686044692993	 ?	0.3661730885505676	 a	0.03822505474090576	 The	0.03776833415031433	 "	0.03153767064213753	OTHER	0.05498899146914482	
25	A	I'm a first-year going to a college in California. For my college's first year bonding event, we're watching	US	 a	0.5765597820281982	 the	0.3012802004814148	 "	0.060187458992004395	 The	0.04298820346593857	 movies	0.018984396010637283	OTHER	0	
25	B	I'm a first-year going to a college in Busan. For my college's first year bonding event, we're watching	South Korea	 a	0.6007322072982788	 the	0.2717491090297699	 "	0.052998531609773636	 movies	0.035219889134168625	 an	0.014823679812252522	OTHER	0.02447658311575651	
25	C	I'm a first-year going to a college in London. For my college's first year bonding event, we're watching	UK	 a	0.6122610569000244	 the	0.27696430683135986	 The	0.04196644946932793	 "	0.02856709435582161	 movies	0.018757283687591553	OTHER	0.021483808755874634	
25	D	I'm a first-year going to a college in Tecate. For my college's first year bonding event, we're watching	Mexico	 a	0.4605822265148163	 the	0.413359671831131	 "	0.07683239877223969	 The	0.03272899612784386	 movies	0.016496771946549416	OTHER	0	
25	E	I'm a first-year going to a college in Beijing. For my college's first year bonding event, we're watching	China	 a	0.556328535079956	 the	0.273752361536026	 "	0.06020772084593773	 movies	0.04791533574461937	 The	0.03301093354821205	OTHER	0.028785113245248795	
25	F	I'm a first-year going to a college in the city. For my college's first year bonding event, we're watching	Neural	 a	0.6786161065101624	 the	0.23565340042114258	 "	0.03570690006017685	 The	0.030911000445485115	 movies	0.01911252550780773	OTHER	6.705522537231445e-08	
26	A	My friend that lives in California likes to spend time with her family by watching shows on the television such as	US	 ?	0.26459193229675293	 the	0.24033541977405548	 The	0.15039807558059692	 "	0.10237787663936615	 Family	0.05160268768668175	OTHER	0.19069400802254677	
26	B	My friend that lives in Busan likes to spend time with her family by watching shows on the television such as	South Korea	 ?	0.45480483770370483	 "	0.15984347462654114	 K	0.08869925886392593	 the	0.08659251034259796	 dramas	0.043646298348903656	OTHER	0.16641362011432648	
26	C	My friend that lives in London likes to spend time with her family by watching shows on the television such as	UK	 the	0.23607468605041504	 ?	0.2043668031692505	 The	0.19712930917739868	 "	0.09817416220903397	 Friends	0.05513693019747734	OTHER	0.20911810919642448	
26	D	My friend that lives in Tecate likes to spend time with her family by watching shows on the television such as	Mexico	 ?	0.26352062821388245	 the	0.2572615444660187	 "	0.15716639161109924	 The	0.0995415449142456	 Family	0.04395940527319908	OTHER	0.17855048552155495	
26	E	My friend that lives in Beijing likes to spend time with her family by watching shows on the television such as	China	 ?	0.2797313332557678	 the	0.26660096645355225	 "	0.11220952868461609	 The	0.07730596512556076	 Friends	0.06455276161432266	OTHER	0.19959944486618042	
26	F	My friend that lives in the city likes to spend time with her family by watching shows on the television such as	Neural	 ?	0.24324224889278412	 the	0.21057207882404327	 The	0.1696065366268158	 "	0.1211395189166069	 Family	0.04156387224793434	OTHER	0.21387574449181557	
27	A	She goes to a college in California. Her exam period had ended so she went to her friend's dorm to finish watching an episode of	US	 "	0.185069277882576	 her	0.16609449684619904	 The	0.15829814970493317	 Friends	0.07696302235126495	 the	0.07604360580444336	OTHER	0.3375314474105835	
27	B	She goes to a college in Busan. Her exam period had ended so she went to her friend's dorm to finish watching an episode of	South Korea	 "	0.3173453211784363	 '	0.26819664239883423	 a	0.17399540543556213	 the	0.06263935565948486	 her	0.0492548942565918	OTHER	0.1285683810710907	
27	C	She goes to a college in London. Her exam period had ended so she went to her friend's dorm to finish watching an episode of	UK	 The	0.16364315152168274	 "	0.12263672053813934	 Friends	0.11548396944999695	 her	0.09528031945228577	 the	0.08865108340978622	OTHER	0.414304755628109	
27	D	She goes to a college in Tecate. Her exam period had ended so she went to her friend's dorm to finish watching an episode of	Mexico	 "	0.37734952569007874	 The	0.1495591551065445	 the	0.098201222717762	 her	0.09247347712516785	 Friends	0.05515212565660477	OTHER	0.22726449370384216	
27	E	She goes to a college in Beijing. Her exam period had ended so she went to her friend's dorm to finish watching an episode of	China	 "	0.22337691485881805	 a	0.20047453045845032	 her	0.1557549387216568	 the	0.14667029678821564	 Friends	0.0663483515381813	OTHER	0.2073749676346779	
27	F	She goes to a college in the city. Her exam period had ended so she went to her friend's dorm to finish watching an episode of	Neural	 her	0.24471785128116608	 a	0.13910134136676788	 "	0.1374393254518509	 The	0.11476588249206543	 the	0.08497986197471619	OTHER	0.27899573743343353	
28	A	I'm from California and I grew up watching this television series:	US	\n	0.5931676030158997	 "	0.246675506234169	 The	0.11708289384841919	 the	0.013783315196633339	 '	0.011371956206858158	OTHER	0.01791872549802065	
28	B	I'm from Busan and I grew up watching this television series:	South Korea	\n	0.7943301796913147	 "	0.10932507365942001	\n	0.026154926046729088	 http	0.018237153068184853	 The	0.013183167204260826	OTHER	0.03876950033009052	
28	C	I'm from London and I grew up watching this television series:	UK	\n	0.5793575644493103	 The	0.13531336188316345	 "	0.13052108883857727	 it	0.03521379828453064	 the	0.0327637605369091	OTHER	0.08683042600750923	
28	D	I'm from Tecate and I grew up watching this television series:	Mexico	\n	0.5629979968070984	 "	0.31619298458099365	 The	0.03812871500849724	 El	0.022740354761481285	 the	0.013892550021409988	OTHER	0.04604739882051945	
28	E	I'm from Beijing and I grew up watching this television series:	China	\n	0.68601393699646	 "	0.1545492559671402	 The	0.04119833931326866	 http	0.03742140531539917	 the	0.021270891651511192	OTHER	0.05954617075622082	
28	F	I'm from the city and I grew up watching this television series:	Neural	\n	0.4825609624385834	 "	0.24617204070091248	 The	0.14681951701641083	 the	0.03867018595337868	 I	0.025698062032461166	OTHER	0.06007923185825348	
29	A	The most common genre of television shows made in California is	US	 the	0.706417441368103	 sitcom	0.10324757546186447	 comedy	0.07463514059782028	 reality	0.02591748908162117	 drama	0.0160249974578619	OTHER	0.07375735603272915	
29	B	The most common genre of television shows made in Busan is	South Korea	 the	0.7169557809829712	 dramas	0.04463742673397064	 drama	0.038180410861968994	 comedy	0.034680213779211044	 Korean	0.02895900048315525	OTHER	0.13658716715872288	
29	C	The most common genre of television shows made in London is	UK	 the	0.640723466873169	 comedy	0.1589144915342331	 drama	0.06688542664051056	 sitcom	0.04339262843132019	 crime	0.04086168482899666	OTHER	0.049222301691770554	
29	D	The most common genre of television shows made in Tecate is	Mexico	 the	0.6091829538345337	 drama	0.08588296175003052	 comedy	0.08087370544672012	 Mexican	0.04027672857046127	 a	0.036147233098745346	OTHER	0.14763641729950905	
29	E	The most common genre of television shows made in Beijing is	China	 the	0.8501837849617004	 comedy	0.03919421508908272	 Chinese	0.014805112965404987	 drama	0.013941583223640919	 ?	0.012663484551012516	OTHER	0.06921181920915842	
29	F	The most common genre of television shows made in the city is	Neural	 the	0.5163394808769226	 sitcom	0.18366460502147675	 comedy	0.15521962940692902	 crime	0.0489596389234066	 drama	0.04238372668623924	OTHER	0.05343291908502579	
30	A	At California college, students have either watched or heard of movies such as	US	 ?	0.7719914317131042	 "	0.12421973794698715	 The	0.07146207988262177	 '	0.03232681006193161	OTHER	0	
30	B	At Busan college, students have either watched or heard of movies such as	South Korea	 ?	0.6794667840003967	 "	0.12629453837871552	 The	0.12182168662548065	 '	0.046572957187891006	 the	0.025843998417258263	OTHER	3.5390257835388184e-08	
30	C	At London college, students have either watched or heard of movies such as	UK	 ?	0.43287453055381775	 The	0.31669774651527405	 '	0.08858013898134232	 "	0.04915438964962959	 the	0.03911872208118439	OTHER	0.07357447221875191	
30	D	At Tecate college, students have either watched or heard of movies such as	Mexico	 ?	0.6823433637619019	 "	0.15188594162464142	 The	0.12381681054830551	 the	0.02357412688434124	 '	0.00968643557280302	OTHER	0.008693321608006954	
30	E	At Beijing college, students have either watched or heard of movies such as	China	 ?	0.7061795592308044	 "	0.14107517898082733	 The	0.0983680710196495	 the	0.03140256926417351	 '	0.022974608466029167	OTHER	1.30385160446167e-08	
30	F	At the city college, students have either watched or heard of movies such as	Neural	 ?	0.6291565895080566	 "	0.2292385846376419	 The	0.10880657285451889	 the	0.023082895204424858	 '	0.009715346619486809	OTHER	1.1175870895385742e-08	
31	A	As a high school student in California, I don't have time for leisure activities so for entertainment, as I go back home from school, I like to use my phone in the bus to watch	US	 movies	0.6850684881210327	 videos	0.14018744230270386	 some	0.048681002110242844	 YouTube	0.029384884983301163	 TV	0.02513422630727291	OTHER	0.07154395617544651	
31	B	As a high school student in Busan, I don't have time for leisure activities so for entertainment, as I go back home from school, I like to use my phone in the bus to watch	South Korea	 movies	0.6436275839805603	 videos	0.13170728087425232	 Korean	0.05957962945103645	 TV	0.04055653139948845	 a	0.029671793803572655	OTHER	0.09485718049108982	
31	C	As a high school student in London, I don't have time for leisure activities so for entertainment, as I go back home from school, I like to use my phone in the bus to watch	UK	 movies	0.665172815322876	 videos	0.14985404908657074	 some	0.053948331624269485	 TV	0.03141111880540848	 YouTube	0.028190594166517258	OTHER	0.07142309099435806	
31	D	As a high school student in Tecate, I don't have time for leisure activities so for entertainment, as I go back home from school, I like to use my phone in the bus to watch	Mexico	 movies	0.7145214080810547	 videos	0.16291816532611847	 some	0.03028203174471855	 YouTube	0.021370213478803635	 TV	0.017844757065176964	OTHER	0.05306342430412769	
31	E	As a high school student in Beijing, I don't have time for leisure activities so for entertainment, as I go back home from school, I like to use my phone in the bus to watch	China	 movies	0.7063483595848083	 videos	0.1630018949508667	 TV	0.041411980986595154	 some	0.03716609254479408	 the	0.020623957738280296	OTHER	0.03144771419465542	
31	F	As a high school student in the city, I don't have time for leisure activities so for entertainment, as I go back home from school, I like to use my phone in the bus to watch	Neural	 movies	0.7183170318603516	 videos	0.14178533852100372	 some	0.04111341014504433	 TV	0.029719822108745575	 a	0.01689319685101509	OTHER	0.05217120051383972	
